pid,col_id,college,travel_time,compare_val
826220,1,Bates Technical College,2.75,FALSE
826220,4,Centralia College,3.02,FALSE
163226,1,Bates Technical College,0.19,TRUE
163226,20,Seattle Central College,0.77,FALSE
163226,4,Centralia College,1.02,FALSE
163226,28,Yakima Valley College,2.68,FALSE
204271,1,Bates Technical College,0.19,TRUE
204271,20,Seattle Central College,0.67,FALSE
204271,4,Centralia College,0.95,FALSE
204271,28,Yakima Valley College,2.58,FALSE
246146,1,Bates Technical College,0.19,TRUE
246146,20,Seattle Central College,0.71,FALSE
246146,4,Centralia College,0.96,FALSE
246146,28,Yakima Valley College,2.62,FALSE
290892,1,Bates Technical College,0.19,TRUE
290892,20,Seattle Central College,0.66,FALSE
290892,4,Centralia College,0.95,FALSE
290892,28,Yakima Valley College,2.57,FALSE
624967,1,Bates Technical College,0.19,TRUE
624967,20,Seattle Central College,0.7,FALSE
624967,4,Centralia College,0.9,FALSE
624967,28,Yakima Valley College,2.6,FALSE
710820,1,Bates Technical College,0.19,TRUE
710820,20,Seattle Central College,0.66,FALSE
710820,4,Centralia College,0.99,FALSE
710820,28,Yakima Valley College,2.57,FALSE
733155,1,Bates Technical College,0.19,TRUE
733155,20,Seattle Central College,0.69,FALSE
733155,4,Centralia College,0.94,FALSE
733155,28,Yakima Valley College,2.6,FALSE
808138,1,Bates Technical College,0.19,TRUE
808138,20,Seattle Central College,0.68,FALSE
808138,4,Centralia College,0.98,FALSE
808138,28,Yakima Valley College,2.58,FALSE
855303,1,Bates Technical College,0.19,TRUE
855303,20,Seattle Central College,0.74,FALSE
855303,4,Centralia College,1.05,FALSE
855303,28,Yakima Valley College,2.65,FALSE
948186,1,Bates Technical College,0.19,TRUE
948186,20,Seattle Central College,0.66,FALSE
948186,4,Centralia College,0.99,FALSE
948186,28,Yakima Valley College,2.57,FALSE
1748,1,Bates Technical College,0.19,TRUE
1748,20,Seattle Central College,0.66,FALSE
1748,4,Centralia College,0.99,FALSE
1748,28,Yakima Valley College,2.57,FALSE
1792,4,Centralia College,0.19,TRUE
1792,1,Bates Technical College,1.01,FALSE
1792,20,Seattle Central College,1.5,FALSE
1792,28,Yakima Valley College,2.9,FALSE
3035,4,Centralia College,0.19,TRUE
3035,1,Bates Technical College,1.01,FALSE
3035,20,Seattle Central College,1.5,FALSE
3035,28,Yakima Valley College,2.9,FALSE
10390,20,Seattle Central College,0.19,TRUE
10390,1,Bates Technical College,0.74,FALSE
10390,4,Centralia College,1.53,FALSE
10390,28,Yakima Valley College,2.32,FALSE
35534,20,Seattle Central College,0.19,TRUE
35534,1,Bates Technical College,0.73,FALSE
35534,4,Centralia College,1.52,FALSE
35534,28,Yakima Valley College,2.36,FALSE
50140,20,Seattle Central College,0.19,TRUE
50140,1,Bates Technical College,0.71,FALSE
50140,4,Centralia College,1.5,FALSE
50140,28,Yakima Valley College,2.38,FALSE
130288,20,Seattle Central College,0.19,TRUE
130288,1,Bates Technical College,0.77,FALSE
130288,4,Centralia College,1.56,FALSE
130288,28,Yakima Valley College,2.35,FALSE
135627,20,Seattle Central College,0.19,TRUE
135627,1,Bates Technical College,0.75,FALSE
135627,4,Centralia College,1.54,FALSE
135627,28,Yakima Valley College,2.42,FALSE
141132,20,Seattle Central College,0.19,TRUE
141132,1,Bates Technical College,0.77,FALSE
141132,4,Centralia College,1.56,FALSE
141132,28,Yakima Valley College,2.36,FALSE
181330,20,Seattle Central College,0.19,TRUE
181330,1,Bates Technical College,0.78,FALSE
181330,4,Centralia College,1.57,FALSE
181330,28,Yakima Valley College,2.38,FALSE
247045,20,Seattle Central College,0.19,TRUE
247045,1,Bates Technical College,0.71,FALSE
247045,4,Centralia College,1.5,FALSE
247045,28,Yakima Valley College,2.38,FALSE
262224,20,Seattle Central College,0.19,TRUE
262224,1,Bates Technical College,0.8,FALSE
262224,4,Centralia College,1.63,FALSE
262224,28,Yakima Valley College,2.37,FALSE
281588,20,Seattle Central College,0.19,TRUE
281588,1,Bates Technical College,0.61,FALSE
281588,4,Centralia College,1.4,FALSE
281588,28,Yakima Valley College,2.36,FALSE
308485,20,Seattle Central College,0.19,TRUE
308485,1,Bates Technical College,0.76,FALSE
308485,4,Centralia College,1.55,FALSE
308485,28,Yakima Valley College,2.34,FALSE
332628,20,Seattle Central College,0.19,TRUE
332628,1,Bates Technical College,0.63,FALSE
332628,4,Centralia College,1.42,FALSE
332628,28,Yakima Valley College,2.37,FALSE
332792,20,Seattle Central College,0.19,TRUE
332792,1,Bates Technical College,0.63,FALSE
332792,4,Centralia College,1.42,FALSE
332792,28,Yakima Valley College,2.37,FALSE
418918,20,Seattle Central College,0.19,TRUE
418918,1,Bates Technical College,0.66,FALSE
418918,4,Centralia College,1.45,FALSE
418918,28,Yakima Valley College,2.33,FALSE
525964,20,Seattle Central College,0.19,TRUE
525964,1,Bates Technical College,0.82,FALSE
525964,4,Centralia College,1.62,FALSE
525964,28,Yakima Valley College,2.42,FALSE
559969,20,Seattle Central College,0.19,TRUE
559969,1,Bates Technical College,0.6,FALSE
559969,4,Centralia College,1.39,FALSE
559969,28,Yakima Valley College,2.36,FALSE
618999,20,Seattle Central College,0.19,TRUE
618999,1,Bates Technical College,0.82,FALSE
618999,4,Centralia College,1.63,FALSE
618999,28,Yakima Valley College,2.42,FALSE
646938,20,Seattle Central College,0.19,TRUE
646938,1,Bates Technical College,0.71,FALSE
646938,4,Centralia College,1.5,FALSE
646938,28,Yakima Valley College,2.39,FALSE
805172,20,Seattle Central College,0.19,TRUE
805172,1,Bates Technical College,0.72,FALSE
805172,4,Centralia College,1.51,FALSE
805172,28,Yakima Valley College,2.37,FALSE
1015333,20,Seattle Central College,0.19,TRUE
1015333,1,Bates Technical College,0.76,FALSE
1015333,4,Centralia College,1.55,FALSE
1015333,28,Yakima Valley College,2.34,FALSE
1082182,20,Seattle Central College,0.19,TRUE
1082182,1,Bates Technical College,0.63,FALSE
1082182,4,Centralia College,1.42,FALSE
1082182,28,Yakima Valley College,2.34,FALSE
7729,20,Seattle Central College,0.19,TRUE
7729,1,Bates Technical College,0.63,FALSE
7729,4,Centralia College,1.42,FALSE
7729,28,Yakima Valley College,2.32,FALSE
3028,28,Yakima Valley College,0.19,TRUE
3028,20,Seattle Central College,2.31,FALSE
3028,1,Bates Technical College,2.57,FALSE
3028,4,Centralia College,2.92,FALSE
181187,28,Yakima Valley College,0.19,TRUE
181187,20,Seattle Central College,2.42,FALSE
181187,1,Bates Technical College,2.68,FALSE
181187,4,Centralia College,2.92,FALSE
270041,28,Yakima Valley College,0.19,TRUE
270041,20,Seattle Central College,2.39,FALSE
270041,1,Bates Technical College,2.65,FALSE
270041,4,Centralia College,3.01,FALSE
271646,28,Yakima Valley College,0.19,TRUE
271646,20,Seattle Central College,2.39,FALSE
271646,1,Bates Technical College,2.65,FALSE
271646,4,Centralia College,3,FALSE
1755,1,Bates Technical College,0.2,TRUE
1755,20,Seattle Central College,0.64,FALSE
1755,4,Centralia College,0.98,FALSE
1755,28,Yakima Valley College,2.54,FALSE
10818,1,Bates Technical College,0.2,TRUE
10818,20,Seattle Central College,0.74,FALSE
10818,4,Centralia College,1.04,FALSE
10818,28,Yakima Valley College,2.64,FALSE
75362,1,Bates Technical College,0.2,TRUE
75362,20,Seattle Central College,0.75,FALSE
75362,4,Centralia College,1.06,FALSE
75362,28,Yakima Valley College,2.65,FALSE
142855,1,Bates Technical College,0.2,TRUE
142855,20,Seattle Central College,0.76,FALSE
142855,4,Centralia College,1,FALSE
142855,28,Yakima Valley College,2.66,FALSE
146146,1,Bates Technical College,0.2,TRUE
146146,20,Seattle Central College,0.76,FALSE
146146,4,Centralia College,1,FALSE
146146,28,Yakima Valley College,2.66,FALSE
210503,1,Bates Technical College,0.2,TRUE
210503,20,Seattle Central College,0.68,FALSE
210503,4,Centralia College,0.96,FALSE
210503,28,Yakima Valley College,2.59,FALSE
215821,1,Bates Technical College,0.2,TRUE
215821,20,Seattle Central College,0.67,FALSE
215821,4,Centralia College,0.96,FALSE
215821,28,Yakima Valley College,2.58,FALSE
228860,1,Bates Technical College,0.2,TRUE
228860,20,Seattle Central College,0.66,FALSE
228860,4,Centralia College,0.99,FALSE
228860,28,Yakima Valley College,2.57,FALSE
251837,1,Bates Technical College,0.2,TRUE
251837,20,Seattle Central College,0.68,FALSE
251837,4,Centralia College,0.96,FALSE
251837,28,Yakima Valley College,2.59,FALSE
257554,1,Bates Technical College,0.2,TRUE
257554,20,Seattle Central College,0.69,FALSE
257554,4,Centralia College,0.97,FALSE
257554,28,Yakima Valley College,2.6,FALSE
326430,1,Bates Technical College,0.2,TRUE
326430,20,Seattle Central College,0.7,FALSE
326430,4,Centralia College,0.94,FALSE
326430,28,Yakima Valley College,2.6,FALSE
678060,1,Bates Technical College,0.2,TRUE
678060,20,Seattle Central College,0.76,FALSE
678060,4,Centralia College,1.01,FALSE
678060,28,Yakima Valley College,2.67,FALSE
712806,1,Bates Technical College,0.2,TRUE
712806,20,Seattle Central College,0.7,FALSE
712806,4,Centralia College,0.91,FALSE
712806,28,Yakima Valley College,2.61,FALSE
1745,1,Bates Technical College,0.2,TRUE
1745,20,Seattle Central College,0.76,FALSE
1745,4,Centralia College,1.01,FALSE
1745,28,Yakima Valley College,2.67,FALSE
13003,4,Centralia College,0.2,TRUE
13003,1,Bates Technical College,1.02,FALSE
13003,20,Seattle Central College,1.51,FALSE
13003,28,Yakima Valley College,2.8,FALSE
55828,20,Seattle Central College,0.2,TRUE
55828,1,Bates Technical College,0.7,FALSE
55828,4,Centralia College,1.51,FALSE
55828,28,Yakima Valley College,2.29,FALSE
159036,20,Seattle Central College,0.2,TRUE
159036,1,Bates Technical College,0.7,FALSE
159036,4,Centralia College,1.49,FALSE
159036,28,Yakima Valley College,2.28,FALSE
207500,20,Seattle Central College,0.2,TRUE
207500,1,Bates Technical College,0.75,FALSE
207500,4,Centralia College,1.54,FALSE
207500,28,Yakima Valley College,2.33,FALSE
268120,20,Seattle Central College,0.2,TRUE
268120,1,Bates Technical College,0.8,FALSE
268120,4,Centralia College,1.65,FALSE
268120,28,Yakima Valley College,2.38,FALSE
269964,20,Seattle Central College,0.2,TRUE
269964,1,Bates Technical College,0.64,FALSE
269964,4,Centralia College,1.43,FALSE
269964,28,Yakima Valley College,2.34,FALSE
285440,20,Seattle Central College,0.2,TRUE
285440,1,Bates Technical College,0.64,FALSE
285440,4,Centralia College,1.42,FALSE
285440,28,Yakima Valley College,2.38,FALSE
332816,20,Seattle Central College,0.2,TRUE
332816,1,Bates Technical College,0.61,FALSE
332816,4,Centralia College,1.4,FALSE
332816,28,Yakima Valley College,2.37,FALSE
770129,20,Seattle Central College,0.2,TRUE
770129,1,Bates Technical College,0.72,FALSE
770129,4,Centralia College,1.51,FALSE
770129,28,Yakima Valley College,2.35,FALSE
805145,20,Seattle Central College,0.2,TRUE
805145,1,Bates Technical College,0.61,FALSE
805145,4,Centralia College,1.39,FALSE
805145,28,Yakima Valley College,2.37,FALSE
1000198,20,Seattle Central College,0.2,TRUE
1000198,1,Bates Technical College,0.7,FALSE
1000198,4,Centralia College,1.51,FALSE
1000198,28,Yakima Valley College,2.29,FALSE
1121232,20,Seattle Central College,0.2,TRUE
1121232,1,Bates Technical College,0.74,FALSE
1121232,4,Centralia College,1.53,FALSE
1121232,28,Yakima Valley College,2.38,FALSE
3006,28,Yakima Valley College,0.2,TRUE
3006,20,Seattle Central College,2.4,FALSE
3006,1,Bates Technical College,2.65,FALSE
3006,4,Centralia College,3.01,FALSE
25688,28,Yakima Valley College,0.2,TRUE
25688,20,Seattle Central College,2.46,FALSE
25688,1,Bates Technical College,2.72,FALSE
25688,4,Centralia College,2.96,FALSE
130421,28,Yakima Valley College,0.2,TRUE
130421,20,Seattle Central College,2.44,FALSE
130421,1,Bates Technical College,2.7,FALSE
130421,4,Centralia College,2.94,FALSE
295463,28,Yakima Valley College,0.2,TRUE
295463,20,Seattle Central College,2.29,FALSE
295463,1,Bates Technical College,2.56,FALSE
295463,4,Centralia College,2.92,FALSE
612995,28,Yakima Valley College,0.2,TRUE
612995,20,Seattle Central College,2.28,FALSE
612995,1,Bates Technical College,2.54,FALSE
612995,4,Centralia College,2.94,FALSE
750977,28,Yakima Valley College,0.2,TRUE
750977,20,Seattle Central College,2.36,FALSE
750977,1,Bates Technical College,2.63,FALSE
750977,4,Centralia College,2.88,FALSE
792115,28,Yakima Valley College,0.2,TRUE
792115,20,Seattle Central College,2.46,FALSE
792115,1,Bates Technical College,2.72,FALSE
792115,4,Centralia College,2.98,FALSE
1024331,28,Yakima Valley College,0.2,TRUE
1024331,20,Seattle Central College,2.4,FALSE
1024331,1,Bates Technical College,2.66,FALSE
1024331,4,Centralia College,3.02,FALSE
25419,1,Bates Technical College,0.21,TRUE
25419,20,Seattle Central College,0.56,FALSE
25419,4,Centralia College,1,FALSE
25419,28,Yakima Valley College,2.47,FALSE
289696,1,Bates Technical College,0.21,TRUE
289696,20,Seattle Central College,0.7,FALSE
289696,4,Centralia College,0.97,FALSE
289696,28,Yakima Valley College,2.6,FALSE
685922,1,Bates Technical College,0.21,TRUE
685922,20,Seattle Central College,0.55,FALSE
685922,4,Centralia College,0.99,FALSE
685922,28,Yakima Valley College,2.46,FALSE
686053,1,Bates Technical College,0.21,TRUE
686053,20,Seattle Central College,0.72,FALSE
686053,4,Centralia College,0.97,FALSE
686053,28,Yakima Valley College,2.63,FALSE
1125210,1,Bates Technical College,0.21,TRUE
1125210,20,Seattle Central College,0.69,FALSE
1125210,4,Centralia College,0.94,FALSE
1125210,28,Yakima Valley College,2.6,FALSE
197317,4,Centralia College,0.21,TRUE
197317,1,Bates Technical College,1.03,FALSE
197317,20,Seattle Central College,1.51,FALSE
197317,28,Yakima Valley College,2.86,FALSE
226225,4,Centralia College,0.21,TRUE
226225,1,Bates Technical College,1.03,FALSE
226225,20,Seattle Central College,1.51,FALSE
226225,28,Yakima Valley College,2.89,FALSE
260693,4,Centralia College,0.21,TRUE
260693,1,Bates Technical College,1.03,FALSE
260693,20,Seattle Central College,1.51,FALSE
260693,28,Yakima Valley College,2.87,FALSE
132012,20,Seattle Central College,0.21,TRUE
132012,1,Bates Technical College,0.74,FALSE
132012,4,Centralia College,1.53,FALSE
132012,28,Yakima Valley College,2.42,FALSE
333285,20,Seattle Central College,0.21,TRUE
333285,1,Bates Technical College,0.75,FALSE
333285,4,Centralia College,1.54,FALSE
333285,28,Yakima Valley College,2.4,FALSE
65422,20,Seattle Central College,0.21,TRUE
65422,1,Bates Technical College,0.66,FALSE
65422,4,Centralia College,1.44,FALSE
65422,28,Yakima Valley College,2.38,FALSE
90978,20,Seattle Central College,0.21,TRUE
90978,1,Bates Technical College,0.76,FALSE
90978,4,Centralia College,1.55,FALSE
90978,28,Yakima Valley College,2.34,FALSE
127419,20,Seattle Central College,0.21,TRUE
127419,1,Bates Technical College,0.73,FALSE
127419,4,Centralia College,1.52,FALSE
127419,28,Yakima Valley College,2.31,FALSE
159453,20,Seattle Central College,0.21,TRUE
159453,1,Bates Technical College,0.7,FALSE
159453,4,Centralia College,1.51,FALSE
159453,28,Yakima Valley College,2.29,FALSE
298072,20,Seattle Central College,0.21,TRUE
298072,1,Bates Technical College,0.64,FALSE
298072,4,Centralia College,1.43,FALSE
298072,28,Yakima Valley College,2.38,FALSE
332800,20,Seattle Central College,0.21,TRUE
332800,1,Bates Technical College,0.82,FALSE
332800,4,Centralia College,1.66,FALSE
332800,28,Yakima Valley College,2.39,FALSE
541979,20,Seattle Central College,0.21,TRUE
541979,1,Bates Technical College,0.57,FALSE
541979,4,Centralia College,1.36,FALSE
541979,28,Yakima Valley College,2.38,FALSE
730949,20,Seattle Central College,0.21,TRUE
730949,1,Bates Technical College,0.64,FALSE
730949,4,Centralia College,1.43,FALSE
730949,28,Yakima Valley College,2.38,FALSE
807168,20,Seattle Central College,0.21,TRUE
807168,1,Bates Technical College,0.65,FALSE
807168,4,Centralia College,1.44,FALSE
807168,28,Yakima Valley College,2.38,FALSE
1030222,20,Seattle Central College,0.21,TRUE
1030222,1,Bates Technical College,0.79,FALSE
1030222,4,Centralia College,1.58,FALSE
1030222,28,Yakima Valley College,2.45,FALSE
63947,28,Yakima Valley College,0.21,TRUE
63947,20,Seattle Central College,2.4,FALSE
63947,1,Bates Technical College,2.67,FALSE
63947,4,Centralia College,3.02,FALSE
93680,28,Yakima Valley College,0.21,TRUE
93680,20,Seattle Central College,2.25,FALSE
93680,1,Bates Technical College,2.51,FALSE
93680,4,Centralia College,2.95,FALSE
111539,28,Yakima Valley College,0.21,TRUE
111539,20,Seattle Central College,2.31,FALSE
111539,1,Bates Technical College,2.58,FALSE
111539,4,Centralia College,2.91,FALSE
180367,28,Yakima Valley College,0.21,TRUE
180367,20,Seattle Central College,2.41,FALSE
180367,1,Bates Technical College,2.67,FALSE
180367,4,Centralia College,3.03,FALSE
294533,28,Yakima Valley College,0.21,TRUE
294533,20,Seattle Central College,2.25,FALSE
294533,1,Bates Technical College,2.51,FALSE
294533,4,Centralia College,2.95,FALSE
305062,28,Yakima Valley College,0.21,TRUE
305062,20,Seattle Central College,2.41,FALSE
305062,1,Bates Technical College,2.67,FALSE
305062,4,Centralia College,3.02,FALSE
923181,28,Yakima Valley College,0.21,TRUE
923181,20,Seattle Central College,2.41,FALSE
923181,1,Bates Technical College,2.67,FALSE
923181,4,Centralia College,3.02,FALSE
1750,1,Bates Technical College,0.22,TRUE
1750,20,Seattle Central College,0.71,FALSE
1750,4,Centralia College,0.93,FALSE
1750,28,Yakima Valley College,2.61,FALSE
3164,1,Bates Technical College,0.22,TRUE
3164,20,Seattle Central College,0.71,FALSE
3164,4,Centralia College,0.93,FALSE
3164,28,Yakima Valley College,2.61,FALSE
92708,1,Bates Technical College,0.22,TRUE
92708,20,Seattle Central College,0.72,FALSE
92708,4,Centralia College,0.97,FALSE
92708,28,Yakima Valley College,2.62,FALSE
108481,1,Bates Technical College,0.22,TRUE
108481,20,Seattle Central College,0.77,FALSE
108481,4,Centralia College,1.03,FALSE
108481,28,Yakima Valley College,2.68,FALSE
160349,1,Bates Technical College,0.22,TRUE
160349,20,Seattle Central College,0.56,FALSE
160349,4,Centralia College,1.01,FALSE
160349,28,Yakima Valley College,2.47,FALSE
257323,1,Bates Technical College,0.22,TRUE
257323,20,Seattle Central College,0.75,FALSE
257323,4,Centralia College,1,FALSE
257323,28,Yakima Valley College,2.65,FALSE
323929,1,Bates Technical College,0.22,TRUE
323929,20,Seattle Central College,0.71,FALSE
323929,4,Centralia College,0.94,FALSE
323929,28,Yakima Valley College,2.61,FALSE
938270,1,Bates Technical College,0.22,TRUE
938270,20,Seattle Central College,0.7,FALSE
938270,4,Centralia College,0.96,FALSE
938270,28,Yakima Valley College,2.61,FALSE
716791,20,Seattle Central College,0.22,TRUE
716791,1,Bates Technical College,0.67,FALSE
716791,4,Centralia College,1.46,FALSE
716791,28,Yakima Valley College,2.26,FALSE
333170,4,Centralia College,0.22,TRUE
333170,1,Bates Technical College,1.04,FALSE
333170,20,Seattle Central College,1.52,FALSE
333170,28,Yakima Valley College,2.9,FALSE
1094185,4,Centralia College,0.22,TRUE
1094185,1,Bates Technical College,1.04,FALSE
1094185,20,Seattle Central College,1.53,FALSE
1094185,28,Yakima Valley College,2.85,FALSE
129462,20,Seattle Central College,0.22,TRUE
129462,1,Bates Technical College,0.66,FALSE
129462,4,Centralia College,1.45,FALSE
129462,28,Yakima Valley College,2.39,FALSE
200674,20,Seattle Central College,0.22,TRUE
200674,1,Bates Technical College,0.65,FALSE
200674,4,Centralia College,1.44,FALSE
200674,28,Yakima Valley College,2.39,FALSE
233287,20,Seattle Central College,0.22,TRUE
233287,1,Bates Technical College,0.67,FALSE
233287,4,Centralia College,1.46,FALSE
233287,28,Yakima Valley College,2.39,FALSE
298449,20,Seattle Central College,0.22,TRUE
298449,1,Bates Technical College,0.64,FALSE
298449,4,Centralia College,1.43,FALSE
298449,28,Yakima Valley College,2.39,FALSE
471211,20,Seattle Central College,0.22,TRUE
471211,1,Bates Technical College,0.65,FALSE
471211,4,Centralia College,1.43,FALSE
471211,28,Yakima Valley College,2.39,FALSE
597991,20,Seattle Central College,0.22,TRUE
597991,1,Bates Technical College,0.65,FALSE
597991,4,Centralia College,1.44,FALSE
597991,28,Yakima Valley College,2.39,FALSE
619965,20,Seattle Central College,0.22,TRUE
619965,1,Bates Technical College,0.66,FALSE
619965,4,Centralia College,1.44,FALSE
619965,28,Yakima Valley College,2.39,FALSE
643969,20,Seattle Central College,0.22,TRUE
643969,1,Bates Technical College,0.66,FALSE
643969,4,Centralia College,1.44,FALSE
643969,28,Yakima Valley College,2.39,FALSE
692677,20,Seattle Central College,0.22,TRUE
692677,1,Bates Technical College,0.66,FALSE
692677,4,Centralia College,1.44,FALSE
692677,28,Yakima Valley College,2.39,FALSE
785050,20,Seattle Central College,0.22,TRUE
785050,1,Bates Technical College,0.78,FALSE
785050,4,Centralia College,1.63,FALSE
785050,28,Yakima Valley College,2.46,FALSE
822160,20,Seattle Central College,0.22,TRUE
822160,1,Bates Technical College,0.66,FALSE
822160,4,Centralia College,1.45,FALSE
822160,28,Yakima Valley College,2.39,FALSE
845263,20,Seattle Central College,0.22,TRUE
845263,1,Bates Technical College,0.86,FALSE
845263,4,Centralia College,1.63,FALSE
845263,28,Yakima Valley College,2.43,FALSE
886228,20,Seattle Central College,0.22,TRUE
886228,1,Bates Technical College,0.66,FALSE
886228,4,Centralia College,1.45,FALSE
886228,28,Yakima Valley College,2.38,FALSE
973205,20,Seattle Central College,0.22,TRUE
973205,1,Bates Technical College,0.66,FALSE
973205,4,Centralia College,1.45,FALSE
973205,28,Yakima Valley College,2.39,FALSE
1024194,20,Seattle Central College,0.22,TRUE
1024194,1,Bates Technical College,0.65,FALSE
1024194,4,Centralia College,1.44,FALSE
1024194,28,Yakima Valley College,2.39,FALSE
1074224,20,Seattle Central College,0.22,TRUE
1074224,1,Bates Technical College,0.67,FALSE
1074224,4,Centralia College,1.46,FALSE
1074224,28,Yakima Valley College,2.36,FALSE
1082215,20,Seattle Central College,0.22,TRUE
1082215,1,Bates Technical College,0.64,FALSE
1082215,4,Centralia College,1.43,FALSE
1082215,28,Yakima Valley College,2.39,FALSE
1156236,20,Seattle Central College,0.22,TRUE
1156236,1,Bates Technical College,0.77,FALSE
1156236,4,Centralia College,1.56,FALSE
1156236,28,Yakima Valley College,2.45,FALSE
101775,28,Yakima Valley College,0.22,TRUE
101775,20,Seattle Central College,2.37,FALSE
101775,1,Bates Technical College,2.63,FALSE
101775,4,Centralia College,2.8,FALSE
192907,28,Yakima Valley College,0.22,TRUE
192907,20,Seattle Central College,2.28,FALSE
192907,1,Bates Technical College,2.54,FALSE
192907,4,Centralia College,2.94,FALSE
203996,28,Yakima Valley College,0.22,TRUE
203996,20,Seattle Central College,2.27,FALSE
203996,1,Bates Technical College,2.53,FALSE
203996,4,Centralia College,2.95,FALSE
234679,28,Yakima Valley College,0.22,TRUE
234679,20,Seattle Central College,2.37,FALSE
234679,1,Bates Technical College,2.63,FALSE
234679,4,Centralia College,2.79,FALSE
274102,28,Yakima Valley College,0.22,TRUE
274102,20,Seattle Central College,2.32,FALSE
274102,1,Bates Technical College,2.58,FALSE
274102,4,Centralia College,2.91,FALSE
425027,28,Yakima Valley College,0.22,TRUE
425027,20,Seattle Central College,2.42,FALSE
425027,1,Bates Technical College,2.68,FALSE
425027,4,Centralia College,3.04,FALSE
1015385,28,Yakima Valley College,0.22,TRUE
1015385,20,Seattle Central College,2.33,FALSE
1015385,1,Bates Technical College,2.59,FALSE
1015385,4,Centralia College,2.9,FALSE
1162,1,Bates Technical College,0.23,TRUE
1162,20,Seattle Central College,0.72,FALSE
1162,4,Centralia College,1,FALSE
1162,28,Yakima Valley College,2.62,FALSE
1400,1,Bates Technical College,0.23,TRUE
1400,20,Seattle Central College,0.74,FALSE
1400,4,Centralia College,0.98,FALSE
1400,28,Yakima Valley College,2.64,FALSE
34525,1,Bates Technical College,0.23,TRUE
34525,20,Seattle Central College,0.71,FALSE
34525,4,Centralia College,0.99,FALSE
34525,28,Yakima Valley College,2.62,FALSE
135340,1,Bates Technical College,0.23,TRUE
135340,20,Seattle Central College,0.7,FALSE
135340,4,Centralia College,1.02,FALSE
135340,28,Yakima Valley College,2.61,FALSE
164183,1,Bates Technical College,0.23,TRUE
164183,20,Seattle Central College,0.73,FALSE
164183,4,Centralia College,0.98,FALSE
164183,28,Yakima Valley College,2.64,FALSE
678067,1,Bates Technical College,0.23,TRUE
678067,20,Seattle Central College,0.74,FALSE
678067,4,Centralia College,0.98,FALSE
678067,28,Yakima Valley College,2.64,FALSE
682942,1,Bates Technical College,0.23,TRUE
682942,20,Seattle Central College,0.73,FALSE
682942,4,Centralia College,0.97,FALSE
682942,28,Yakima Valley College,2.63,FALSE
718758,1,Bates Technical College,0.23,TRUE
718758,20,Seattle Central College,0.71,FALSE
718758,4,Centralia College,0.95,FALSE
718758,28,Yakima Valley College,2.62,FALSE
193966,4,Centralia College,0.23,TRUE
193966,1,Bates Technical College,1.05,FALSE
193966,20,Seattle Central College,1.53,FALSE
193966,28,Yakima Valley College,2.85,FALSE
262782,4,Centralia College,0.23,TRUE
262782,1,Bates Technical College,0.85,FALSE
262782,20,Seattle Central College,1.33,FALSE
262782,28,Yakima Valley College,3.05,FALSE
390013,4,Centralia College,0.23,TRUE
390013,1,Bates Technical College,1.07,FALSE
390013,20,Seattle Central College,1.56,FALSE
390013,28,Yakima Valley College,2.94,FALSE
655961,4,Centralia College,0.23,TRUE
655961,1,Bates Technical College,1.06,FALSE
655961,20,Seattle Central College,1.55,FALSE
655961,28,Yakima Valley College,2.93,FALSE
28490,20,Seattle Central College,0.23,TRUE
28490,1,Bates Technical College,0.6,FALSE
28490,4,Centralia College,1.39,FALSE
28490,28,Yakima Valley College,2.4,FALSE
121885,20,Seattle Central College,0.23,TRUE
121885,1,Bates Technical College,0.67,FALSE
121885,4,Centralia College,1.46,FALSE
121885,28,Yakima Valley College,2.41,FALSE
123527,20,Seattle Central College,0.23,TRUE
123527,1,Bates Technical College,0.77,FALSE
123527,4,Centralia College,1.56,FALSE
123527,28,Yakima Valley College,2.45,FALSE
125503,20,Seattle Central College,0.23,TRUE
125503,1,Bates Technical College,0.78,FALSE
125503,4,Centralia College,1.57,FALSE
125503,28,Yakima Valley College,2.46,FALSE
161951,20,Seattle Central College,0.23,TRUE
161951,1,Bates Technical College,0.67,FALSE
161951,4,Centralia College,1.46,FALSE
161951,28,Yakima Valley College,2.4,FALSE
242142,20,Seattle Central College,0.23,TRUE
242142,1,Bates Technical College,0.67,FALSE
242142,4,Centralia College,1.46,FALSE
242142,28,Yakima Valley College,2.39,FALSE
251416,20,Seattle Central College,0.23,TRUE
251416,1,Bates Technical College,0.64,FALSE
251416,4,Centralia College,1.43,FALSE
251416,28,Yakima Valley College,2.4,FALSE
253338,20,Seattle Central College,0.23,TRUE
253338,1,Bates Technical College,0.67,FALSE
253338,4,Centralia College,1.46,FALSE
253338,28,Yakima Valley College,2.37,FALSE
293557,20,Seattle Central College,0.23,TRUE
293557,1,Bates Technical College,0.64,FALSE
293557,4,Centralia College,1.43,FALSE
293557,28,Yakima Valley College,2.4,FALSE
299051,20,Seattle Central College,0.23,TRUE
299051,1,Bates Technical College,0.65,FALSE
299051,4,Centralia College,1.44,FALSE
299051,28,Yakima Valley College,2.4,FALSE
304025,20,Seattle Central College,0.23,TRUE
304025,1,Bates Technical College,0.62,FALSE
304025,4,Centralia College,1.41,FALSE
304025,28,Yakima Valley College,2.4,FALSE
312335,20,Seattle Central College,0.23,TRUE
312335,1,Bates Technical College,0.65,FALSE
312335,4,Centralia College,1.44,FALSE
