staff_id,pid,credential
1692,1088538,demand_initial_staff
1693,659323,demand_initial_staff
1694,140447,demand_initial_staff
1695,233726,demand_short_staff
1696,285690,demand_short_staff
1697,512310,demand_initial_staff
1698,179095,demand_initial_staff
1699,292193,demand_short_staff
1700,312296,demand_initial_staff
1701,925703,demand_initial_staff
1702,14293,demand_short_staff
1703,408306,demand_short_staff
1704,259610,demand_initial_staff
1705,655276,demand_initial_staff
1706,48688,demand_initial_staff
1707,885625,demand_initial_staff
1708,306936,demand_initial_staff
1709,279127,demand_short_staff
1710,532280,demand_initial_staff
1711,526277,demand_initial_staff
1712,180502,demand_initial_staff
1713,640,
1714,311650,
1715,587278,demand_initial_staff
1716,120728,demand_initial_staff
1717,268870,demand_initial_staff
1718,303087,
1719,682240,demand_short_staff
1720,232241,demand_initial_staff
1721,280530,
1722,806483,demand_initial_staff
1723,127962,
1724,121200,demand_initial_staff
1725,266048,demand_initial_staff
1726,128948,demand_initial_staff
1727,966531,demand_initial_staff
1728,659323,demand_short_staff
1729,259610,demand_short_staff
1730,745247,demand_state_staff
1731,15001,
1732,331513,demand_initial_staff
1733,302994,demand_initial_staff
1734,297764,demand_short_staff
1735,14293,
1736,611383,demand_initial_staff
1737,1095687,demand_short_staff
1738,623258,
1739,234062,demand_short_staff
1740,840507,demand_initial_staff
1741,247795,demand_initial_staff
1742,525237,
1743,129995,demand_short_staff
1744,876590,demand_short_staff
1745,649233,demand_initial_staff
1746,299301,demand_initial_staff
1747,285690,demand_initial_staff
1748,274134,demand_short_staff
1749,1088566,demand_initial_staff
1750,1120547,demand_initial_staff
1751,741303,demand_short_staff
1752,700036,demand_short_staff
1753,605475,demand_short_staff
1754,618314,demand_short_staff
1755,628240,demand_initial_staff
1756,55143,
1757,936597,demand_initial_staff
1758,508275,
1759,425315,
1760,749230,demand_short_staff
1761,284913,demand_initial_staff
1762,120728,demand_short_staff
1763,806483,demand_short_staff
1764,869558,demand_initial_staff
1765,24734,demand_initial_staff
1766,1083512,demand_initial_staff
1767,966591,demand_state_staff
1768,597306,demand_short_staff
1769,44570,demand_initial_staff
1770,1120514,demand_initial_staff
1771,132823,demand_state_staff
1772,108411,demand_initial_staff
1773,999517,demand_initial_staff
1774,438361,
1775,258836,demand_short_staff
1776,6953,demand_initial_staff
1777,890567,
1778,6670,
1779,509299,demand_initial_staff
1780,1120547,demand_initial_staff
1781,297764,
1782,234062,demand_short_staff
1783,303994,demand_initial_staff
1784,110942,demand_short_staff
1785,134969,demand_initial_staff
1786,2343,
1787,204479,
1788,311654,demand_initial_staff
1789,1066638,
1790,605475,demand_initial_staff
1791,859681,demand_initial_staff
1792,279127,
1793,172511,demand_initial_staff
1794,745247,demand_initial_staff
1795,302058,demand_initial_staff
1796,180330,demand_initial_staff
1797,290203,demand_initial_staff
1798,296024,demand_initial_staff
1799,750227,demand_short_staff
1800,69117,demand_initial_staff
1801,219404,demand_initial_staff
1802,294111,demand_initial_staff
1803,111004,demand_initial_staff
1804,597306,demand_initial_staff
1805,1029537,demand_initial_staff
1806,855504,demand_initial_staff
1807,263066,demand_initial_staff
1808,5527,demand_initial_staff
1809,263699,demand_initial_staff
1810,597306,demand_initial_staff
1811,312648,demand_initial_staff
1812,317850,demand_initial_staff
1813,270650,demand_initial_staff
1814,475334,demand_initial_staff
1815,1089504,demand_initial_staff
1816,489271,demand_initial_staff
1817,285690,demand_initial_staff
1818,299301,demand_initial_staff
1819,923497,
1820,49455,demand_short_staff
1821,685306,demand_initial_staff
1822,684271,demand_initial_staff
1823,330971,demand_initial_staff
1824,180330,demand_initial_staff
1825,303087,demand_short_staff
1826,1066638,demand_initial_staff
1827,783331,
1828,520238,demand_initial_staff
1829,69276,demand_initial_staff
1830,120728,
1831,279127,demand_initial_staff
1832,313896,demand_initial_staff
1833,7044,demand_short_staff
1834,316790,demand_initial_staff
1835,628240,demand_initial_staff
1836,1165602,demand_initial_staff
1837,285690,
1838,92023,demand_initial_staff
1839,96471,demand_initial_staff
1840,169804,demand_initial_staff
1841,296984,demand_initial_staff
1842,153870,demand_initial_staff
1843,885625,demand_initial_staff
1844,685306,demand_initial_staff
1845,747327,demand_short_staff
1846,816571,demand_initial_staff
1847,206946,demand_initial_staff
1848,525323,demand_initial_staff
1849,780480,demand_initial_staff
1850,126187,demand_initial_staff
1851,875506,demand_initial_staff
1852,180330,demand_initial_staff
1853,700036,
1854,1774,
1855,274893,demand_initial_staff
1856,288418,demand_short_staff
1857,1029537,demand_initial_staff
1858,508275,demand_aa_staff
1859,259610,demand_initial_staff
1860,320596,demand_initial_staff
1861,271215,demand_short_staff
1862,260934,
1863,682257,demand_initial_staff
1864,128948,demand_short_staff
1865,295041,
1866,308921,demand_initial_staff
1867,1125498,demand_initial_staff
1868,885625,demand_short_staff
1869,301085,demand_initial_staff
1870,806483,
1871,279127,demand_short_staff
1872,597306,demand_initial_staff
1873,874522,demand_initial_staff
1874,327130,
1875,840507,demand_initial_staff
1876,319968,demand_initial_staff
1877,856527,demand_initial_staff
1878,303087,demand_short_staff
1879,851550,demand_initial_staff
1880,618314,
1881,153870,demand_initial_staff
1882,504239,
1883,815491,demand_initial_staff
1884,292257,demand_initial_staff
1885,1120547,demand_initial_staff
1886,1098598,demand_short_staff
1887,303087,
1888,327130,
1889,465294,demand_initial_staff
1890,682257,demand_initial_staff
1891,90293,demand_state_staff
1892,1023612,demand_state_staff
1893,2264,demand_short_staff
1894,611269,
1895,659276,
1896,598291,demand_initial_staff
1897,937577,demand_initial_staff
1898,1014699,demand_initial_staff
1899,466,
1900,201446,demand_initial_staff
1901,296984,demand_initial_staff
1902,693013,demand_initial_staff
1903,128154,
1904,290207,demand_initial_staff
1905,280530,
1906,251152,demand_initial_staff
1907,664246,demand_initial_staff
1908,396241,demand_initial_staff
1909,693013,demand_short_staff
1910,885543,
1911,939530,demand_initial_staff
1912,134905,demand_initial_staff
1913,134265,demand_initial_staff
1914,659323,demand_short_staff
1915,306936,demand_initial_staff
1916,806483,demand_short_staff
1917,139717,demand_initial_staff
1918,206526,demand_initial_staff
1919,128612,demand_initial_staff
1920,616260,demand_initial_staff
1921,749267,
1922,615253,demand_initial_staff
1923,179095,demand_initial_staff
1924,191172,demand_short_staff
1925,258836,demand_initial_staff
1926,330971,demand_initial_staff
1927,212934,demand_initial_staff
1928,289376,
1929,289376,demand_initial_staff
1930,134265,
1931,1021546,demand_initial_staff
1932,1120547,
1933,120443,demand_initial_staff
1934,682237,demand_initial_staff
1935,68357,demand_initial_staff
1936,311670,
1937,277614,demand_initial_staff
1938,1120547,
1939,615253,demand_initial_staff
1940,330971,
1941,615253,demand_initial_staff
1942,597306,demand_initial_staff
1943,201091,
1944,294111,demand_initial_staff
1945,192222,demand_short_staff
1946,442241,
1947,936508,demand_initial_staff
1948,1048530,demand_initial_staff
1949,106067,
1950,999513,demand_short_staff
1951,69117,demand_initial_staff
1952,132823,
1953,263066,demand_initial_staff
1954,90293,demand_short_staff
1955,106067,demand_initial_staff
1956,294879,demand_initial_staff
1957,134880,demand_initial_staff
1958,622282,demand_initial_staff
1959,134969,demand_initial_staff
1960,267435,demand_initial_staff
1961,282966,demand_short_staff
1962,134880,demand_initial_staff
1963,671447,demand_state_staff
1964,12509,
1965,61703,demand_initial_staff
1966,302994,demand_initial_staff
1967,408306,
1968,525237,demand_initial_staff
1969,167244,demand_initial_staff
1970,806483,demand_short_staff
1971,147220,demand_short_staff
1972,463,
1973,246360,demand_short_staff
1974,272186,
1975,120728,demand_short_staff
1976,947510,demand_initial_staff
1977,769448,demand_initial_staff
1978,749230,demand_aa_staff
1979,249571,demand_initial_staff
1980,597306,demand_initial_staff
1981,10133,demand_initial_staff
1982,806483,demand_short_staff
1983,263894,demand_short_staff
1984,248607,demand_initial_staff
1985,292193,demand_initial_staff
1986,110942,demand_short_staff
1987,238976,demand_initial_staff
1988,961601,demand_short_staff
1989,163415,demand_initial_staff
1990,258836,
1991,1088538,demand_short_staff
1992,120728,demand_initial_staff
1993,442410,
1994,292813,
1995,146003,demand_short_staff
1996,296984,demand_initial_staff
1997,972520,demand_initial_staff
1998,285690,demand_short_staff
1999,285690,
2000,597306,demand_initial_staff
2001,442241,
2002,69276,
2003,213667,
2004,199468,demand_state_staff
2005,69117,demand_initial_staff
2006,508275,demand_short_staff
2007,508275,demand_short_staff
2008,263066,demand_initial_staff
2009,140447,demand_initial_staff
2010,196632,demand_initial_staff
2011,700060,demand_initial_staff
2012,966530,demand_short_staff
2013,715,
2014,936508,
2015,296984,demand_initial_staff
2016,226621,demand_initial_staff
2017,120728,demand_initial_staff
2018,157151,
2019,851550,
2020,549236,demand_initial_staff
2021,426350,demand_initial_staff
2022,332485,demand_initial_staff
2023,178803,demand_initial_staff
2024,643379,
2025,576455,demand_initial_staff
2026,966530,demand_initial_staff
2027,256869,demand_initial_staff
2028,806483,demand_initial_staff
2029,291256,
2030,525237,demand_initial_staff
2031,549236,demand_initial_staff
2032,741303,demand_short_staff
2033,285690,demand_initial_staff
2034,671447,demand_initial_staff
2035,133961,demand_short_staff
2036,279127,
2037,1120547,demand_initial_staff
2038,10133,demand_initial_staff
2039,538,
2040,233977,demand_initial_staff
2041,262484,demand_initial_staff
2042,719153,demand_initial_staff
2043,408306,demand_initial_staff
2044,129212,demand_initial_staff
2045,1120547,demand_initial_staff
2046,526277,demand_initial_staff
2047,201091,demand_initial_staff
2048,789468,demand_initial_staff
2049,285690,demand_short_staff
2050,279127,demand_short_staff
2051,260934,demand_initial_staff
2052,68357,
2053,659276,demand_short_staff
2054,840507,demand_initial_staff
2055,196125,demand_initial_staff
2056,597306,demand_initial_staff
2057,128948,demand_initial_staff
2058,213667,demand_initial_staff
2059,749430,
2060,140997,demand_initial_staff
2061,521354,demand_short_staff
2062,134969,demand_short_staff
2063,438307,demand_initial_staff
2064,130671,demand_short_staff
2065,966591,demand_state_staff
2066,259610,demand_initial_staff
2067,198649,demand_initial_staff
2068,180502,demand_initial_staff
2069,78009,demand_initial_staff
2070,296984,
2071,719157,demand_initial_staff
2072,306936,demand_initial_staff
2073,566237,demand_initial_staff
2074,272186,
2075,749267,
2076,643278,demand_initial_staff
2077,706087,demand_state_staff
2078,219404,demand_initial_staff
2079,396241,demand_initial_staff
2080,1120547,demand_initial_staff
2081,120728,demand_initial_staff
2082,130856,demand_initial_staff
2083,1120537,
2084,685368,demand_initial_staff
2085,128119,demand_initial_staff
2086,221162,demand_initial_staff
2087,147558,demand_initial_staff
2088,304910,demand_initial_staff
2089,153870,demand_initial_staff
2090,936508,
2091,312296,demand_initial_staff
2092,749269,demand_short_staff
2093,1120547,demand_initial_staff
2094,611269,demand_short_staff
2095,128119,
2096,580355,demand_initial_staff
2097,127981,demand_initial_staff
2098,532280,demand_short_staff
2099,734258,demand_initial_staff
2100,885543,
2101,142678,demand_initial_staff
2102,41017,demand_initial_staff
2103,729122,demand_initial_staff
2104,7044,
2105,237313,demand_short_staff
2106,684271,demand_initial_staff
2107,313896,
2108,326265,demand_initial_staff
2109,311670,demand_initial_staff
2110,163415,demand_initial_staff
2111,475334,demand_initial_staff
2112,117478,demand_initial_staff
2113,856527,
2114,2263,
2115,120728,demand_initial_staff
2116,179095,demand_initial_staff
2117,451239,demand_initial_staff
2118,120728,demand_initial_staff
2119,962514,demand_initial_staff
2120,167244,demand_initial_staff
2121,96471,demand_initial_staff
2122,159894,demand_initial_staff
2123,298366,demand_initial_staff
2124,327130,demand_initial_staff
2125,246360,demand_initial_staff
2126,292193,demand_short_staff
2127,221551,demand_state_staff
2128,594372,demand_initial_staff
2129,760301,demand_initial_staff
2130,655276,demand_state_staff
2131,1081497,demand_initial_staff
2132,120443,
2133,521354,demand_initial_staff
2134,323649,demand_initial_staff
2135,291510,demand_initial_staff
2136,258591,
2137,840582,demand_initial_staff
2138,936508,
2139,280968,demand_short_staff
2140,1074526,demand_initial_staff
2141,438307,demand_initial_staff
2142,248577,demand_initial_staff
2143,110942,
2144,597306,demand_initial_staff
2145,780518,
2146,296984,demand_initial_staff
2147,120728,demand_initial_staff
2148,85322,demand_initial_staff
2149,849504,demand_initial_staff
2150,532280,demand_short_staff
2151,526277,
2152,597306,demand_initial_staff
2153,8478,
2154,172511,demand_initial_staff
2155,741303,demand_short_staff
2156,1095687,demand_short_staff
2157,282966,demand_short_staff
2158,172511,demand_initial_staff
2159,840582,demand_initial_staff
2160,158768,demand_initial_staff
2161,289376,demand_initial_staff
2162,741303,demand_initial_staff
2163,130671,demand_initial_staff
2164,208367,demand_initial_staff
2165,48688,
2166,648407,
2167,840507,demand_initial_staff
2168,976526,demand_initial_staff
2169,106067,
2170,611269,demand_initial_staff
2171,263066,demand_initial_staff
2172,806483,demand_initial_staff
2173,1023612,demand_initial_staff
2174,438262,demand_initial_staff
2175,215241,demand_initial_staff
2176,153870,demand_initial_staff
2177,259610,
2178,514275,demand_initial_staff
2179,580355,demand_initial_staff
2180,691994,demand_initial_staff
2181,303087,demand_aa_staff
2182,425315,
2183,769460,demand_initial_staff
2184,470408,demand_initial_staff
2185,741303,demand_short_staff
2186,169804,demand_initial_staff
2187,1120537,demand_initial_staff
2188,685306,demand_initial_staff
2189,151037,demand_initial_staff
2190,659323,demand_initial_staff
2191,219404,demand_initial_staff
2192,3235,demand_short_staff
2193,311650,demand_initial_staff
2194,212934,demand_initial_staff
2195,671254,demand_initial_staff
2196,246360,demand_short_staff
2197,525237,demand_initial_staff
2198,549236,demand_initial_staff
2199,107796,demand_initial_staff
2200,259610,
2201,885625,demand_short_staff
2202,285690,
2203,566237,demand_initial_staff
2204,313896,demand_initial_staff
2205,327293,demand_initial_staff
2206,171255,
2207,279127,demand_short_staff
2208,682257,demand_initial_staff
2209,127962,demand_initial_staff
2210,605475,demand_initial_staff
2211,312296,demand_initial_staff
2212,325745,demand_short_staff
2213,525323,demand_initial_staff
2214,282487,demand_initial_staff
2215,5012,
2216,290552,demand_initial_staff
2217,201091,
2218,475334,demand_initial_staff
2219,671447,demand_initial_staff
2220,780455,demand_short_staff
2221,276940,demand_short_staff
2222,326278,demand_initial_staff
2223,184849,
2224,921530,
2225,215241,demand_initial_staff
2226,261524,demand_initial_staff
2227,519,demand_short_staff
2228,937577,demand_initial_staff
2229,5527,demand_initial_staff
2230,525239,demand_initial_staff
2231,806483,demand_short_staff
2232,1095715,demand_initial_staff
2233,937577,demand_initial_staff
2234,1730,
2235,279127,demand_short_staff
2236,594372,demand_initial_staff
2237,244856,demand_initial_staff
2238,1023612,demand_short_staff
2239,289376,demand_initial_staff
2240,131815,demand_initial_staff
2241,685306,demand_initial_staff
2242,273959,
2243,597306,demand_initial_staff
2244,271215,demand_initial_staff
2245,532280,
2246,151390,
2247,313896,demand_initial_staff
2248,268970,demand_initial_staff
2249,312296,demand_initial_staff
2250,261984,demand_initial_staff
2251,1014526,demand_initial_staff
2252,682237,demand_initial_staff
2253,649233,
2254,475334,demand_state_staff
2255,234062,demand_short_staff
2256,300822,
2257,682237,demand_initial_staff
2258,258836,demand_short_staff
2259,655276,demand_short_staff
2260,263894,demand_short_staff
2261,221204,demand_initial_staff
2262,526277,demand_short_staff
2263,521354,demand_short_staff
2264,68357,demand_short_staff
2265,10133,demand_initial_staff
2266,741303,demand_initial_staff
2267,48688,
2268,293848,demand_initial_staff
2269,272186,demand_short_staff
2270,191172,demand_initial_staff
2271,234062,demand_initial_staff
2272,1681,
2273,213667,
2274,682237,demand_initial_staff
2275,247795,demand_initial_staff
2276,268970,demand_initial_staff
2277,246360,demand_short_staff
2278,549236,
2279,167244,demand_initial_staff
2280,769460,demand_initial_staff
2281,1013648,demand_initial_staff
2282,706087,demand_initial_staff
2283,290203,demand_initial_staff
2284,289376,demand_initial_staff
2285,289376,demand_initial_staff
2286,276940,demand_initial_staff
2287,8478,
2288,328189,demand_initial_staff
2289,259610,
2290,303826,
2291,806483,demand_short_staff
2292,597306,demand_initial_staff
2293,1095687,demand_aa_staff
2294,227799,demand_short_staff
2295,967526,demand_short_staff
2296,32602,demand_short_staff
2297,605475,demand_initial_staff
2298,1066638,demand_short_staff
2299,245290,demand_initial_staff
2300,520238,demand_short_staff
2301,749269,demand_short_staff
2302,640439,demand_initial_staff
2303,465294,demand_initial_staff
2304,134935,demand_initial_staff
2305,179095,demand_initial_staff
2306,197852,demand_initial_staff
2307,297764,demand_initial_staff
2308,1029537,demand_initial_staff
2309,32602,demand_initial_staff
2310,749271,
2311,426350,demand_initial_staff
2312,760301,demand_short_staff
2313,682240,demand_initial_staff
2314,132823,demand_short_staff
2315,1088512,demand_initial_staff
2316,136230,demand_initial_staff
2317,1029537,demand_short_staff
2318,290203,demand_initial_staff
2319,624282,demand_initial_staff
2320,701032,
2321,597306,demand_initial_staff
2322,121200,
2323,92995,demand_initial_staff
2324,612310,demand_initial_staff
2325,597306,demand_initial_staff
2326,185574,demand_initial_staff
2327,313896,demand_initial_staff
2328,716106,demand_initial_staff
2329,283356,demand_initial_staff
2330,211246,demand_initial_staff
2331,27912,
2332,682237,demand_initial_staff
2333,134265,demand_short_staff
2334,263894,demand_aa_staff
2335,597,
2336,263699,demand_initial_staff
2337,246360,demand_short_staff
2338,524317,demand_initial_staff
2339,261539,demand_initial_staff
2340,9705,demand_initial_staff
2341,597353,demand_initial_staff
2342,284736,demand_initial_staff
2343,701032,demand_short_staff
2344,8482,demand_initial_staff
2345,218745,demand_initial_staff
2346,305861,demand_initial_staff
2347,740225,demand_short_staff
2348,234062,demand_initial_staff
2349,731135,demand_initial_staff
2350,274134,demand_aa_staff
2351,48462,demand_initial_staff
2352,1120537,demand_initial_staff
2353,840507,demand_initial_staff
2354,475334,demand_initial_staff
2355,72239,demand_initial_staff
2356,110942,demand_short_staff
2357,859681,demand_initial_staff
2358,1120547,demand_initial_staff
2359,303826,
2360,9115,
2361,140158,demand_initial_staff
2362,110942,demand_short_staff
2363,611269,demand_initial_staff
2364,248631,demand_initial_staff
2365,525237,
2366,615253,demand_short_staff
2367,767323,demand_initial_staff
2368,163415,demand_short_staff
2369,851550,demand_initial_staff
2370,256059,demand_initial_staff
2371,885625,demand_short_staff
2372,529267,demand_short_staff
2373,48688,demand_short_staff
2374,285690,demand_short_staff
2375,275506,demand_initial_staff
2376,838692,demand_initial_staff
2377,874522,demand_initial_staff
2378,246367,demand_aa_staff
2379,769460,demand_initial_staff
2380,789437,demand_initial_staff
2381,576255,demand_initial_staff
2382,408306,demand_short_staff
2383,306936,demand_initial_staff
2384,258836,demand_initial_staff
2385,769448,demand_initial_staff
2386,465,
2387,525237,demand_initial_staff
2388,206946,demand_initial_staff
2389,972501,
2390,134942,
2391,525279,demand_initial_staff
2392,313896,demand_initial_staff
2393,508275,
2394,105889,demand_initial_staff
2395,237300,
2396,580355,demand_short_staff
2397,701032,demand_short_staff
2398,801383,demand_initial_staff
2399,312296,demand_initial_staff
2400,303087,demand_short_staff
2401,729122,demand_initial_staff
2402,1029666,demand_initial_staff
2403,693013,demand_initial_staff
2404,179095,demand_initial_staff
2405,710086,demand_initial_staff
2406,180330,
2407,779342,demand_short_staff
2408,129995,demand_initial_staff
2409,127962,demand_initial_staff
2410,279444,
2411,806483,demand_initial_staff
2412,244856,demand_initial_staff
2413,597306,demand_initial_staff
2414,276940,demand_initial_staff
2415,329604,demand_short_staff
2416,303826,demand_initial_staff
2417,204479,
2418,597306,demand_initial_staff
2419,1089504,
2420,180502,demand_initial_staff
2421,221204,demand_initial_staff
2422,749230,demand_short_staff
2423,49455,demand_short_staff
2424,263066,demand_initial_staff
2425,44570,demand_short_staff
2426,712121,demand_initial_staff
2427,749269,demand_short_staff
2428,312648,demand_initial_staff
2429,293925,demand_initial_staff
2430,286434,demand_short_staff
2431,319057,demand_initial_staff
2432,598300,demand_initial_staff
2433,475334,
2434,549236,demand_initial_staff
2435,510241,demand_state_staff
2436,92995,demand_initial_staff
2437,261539,demand_initial_staff
2438,749267,demand_aa_staff
2439,966531,
2440,68357,demand_initial_staff
2441,597306,demand_initial_staff
2442,290203,demand_initial_staff
2443,1014700,
2444,1120537,demand_initial_staff
2445,204479,
2446,961601,demand_state_staff
2447,206526,
2448,474325,
2449,259610,demand_initial_staff
2450,134905,demand_initial_staff
2451,226621,demand_initial_staff
2452,142678,demand_state_staff
2453,285690,demand_short_staff
2454,966591,
2455,110942,demand_short_staff
2456,1029537,demand_initial_staff
2457,580355,demand_initial_staff
2458,187711,
2459,221551,
2460,280530,
2461,255088,demand_initial_staff
2462,237313,demand_initial_staff
2463,219404,demand_initial_staff
2464,659323,
2465,715,demand_short_staff
2466,315897,
2467,293848,demand_initial_staff
2468,134265,
2469,276940,demand_initial_staff
2470,475334,demand_initial_staff
2471,293925,demand_short_staff
2472,312296,demand_initial_staff
2473,465294,demand_initial_staff
2474,77405,demand_initial_staff
2475,615253,demand_initial_staff
2476,68357,demand_initial_staff
2477,14293,
2478,145881,demand_initial_staff
2479,780518,
2480,279127,
2481,426444,demand_initial_staff
2482,264896,demand_initial_staff
2483,329604,demand_initial_staff
2484,529267,demand_short_staff
2485,233726,demand_initial_staff
2486,250786,demand_initial_staff
2487,100987,demand_initial_staff
2488,706087,demand_initial_staff
2489,715,
2490,1088566,demand_initial_staff
2491,106067,demand_initial_staff
2492,285690,demand_initial_staff
2493,605236,demand_initial_staff
2494,251152,demand_initial_staff
2495,106067,
2496,521354,demand_short_staff
2497,1066638,demand_short_staff
2498,246360,
2499,2435,demand_short_staff
2500,269520,
2501,317850,demand_initial_staff
2502,69117,
2503,8482,demand_initial_staff
2504,1120547,demand_initial_staff
2505,276940,
2506,280968,demand_initial_staff
2507,291510,demand_initial_staff
2508,936598,demand_initial_staff
2509,425315,demand_initial_staff
2510,69117,
2511,5527,demand_initial_staff
2512,206946,demand_initial_staff
2513,234062,demand_short_staff
2514,867530,demand_initial_staff
2515,279127,
2516,172511,demand_state_staff
2517,466254,demand_initial_staff
2518,1141581,demand_initial_staff
2519,999513,demand_short_staff
2520,120728,demand_initial_staff
2521,279444,demand_initial_staff
2522,532280,
2523,276940,demand_initial_staff
2524,20364,
2525,741303,demand_initial_staff
2526,559311,demand_initial_staff
2527,877521,demand_short_staff
2528,529267,demand_initial_staff
2529,189217,
2530,129995,demand_initial_staff
2531,490250,demand_initial_staff
2532,311650,demand_initial_staff
2533,128215,demand_initial_staff
2534,285690,demand_initial_staff
2535,966591,demand_state_staff
2536,275506,demand_initial_staff
2537,1083512,demand_short_staff
2538,219404,demand_initial_staff
2539,840582,demand_initial_staff
2540,966591,demand_initial_staff
2541,295041,demand_initial_staff
2542,1120547,
2543,719153,demand_initial_staff
2544,5462,demand_initial_staff
2545,263066,demand_initial_staff
2546,268870,demand_initial_staff
2547,853552,
2548,685306,
2549,508275,demand_short_staff
2550,820485,demand_initial_staff
2551,276940,demand_initial_staff
2552,134942,demand_initial_staff
2553,1023612,demand_initial_staff
2554,296984,demand_initial_staff
2555,825704,demand_initial_staff
2556,55143,demand_initial_staff
2557,127962,demand_initial_staff
2558,408306,
2559,612,demand_aa_staff
2560,213667,
2561,180330,demand_initial_staff
2562,232602,
2563,167244,demand_initial_staff
2564,298538,demand_initial_staff
2565,525274,demand_initial_staff
2566,749269,
2567,206946,demand_initial_staff
2568,3235,demand_short_staff
2569,966531,demand_initial_staff
2570,179095,demand_initial_staff
2571,512310,demand_initial_staff
2572,146003,demand_initial_staff
2573,111202,demand_short_staff
2574,532280,demand_initial_staff
2575,313896,demand_short_staff
2576,576455,demand_initial_staff
2577,292813,demand_initial_staff
2578,611,
2579,532280,demand_short_staff
2580,20364,demand_short_staff
2581,55143,
2582,806483,demand_initial_staff
2583,750227,demand_short_staff
2584,128948,demand_initial_staff
2585,285690,demand_short_staff
2586,902519,demand_short_staff
2587,291510,demand_initial_staff
2588,425315,demand_short_staff
2589,416245,demand_aa_staff
2590,777324,
2591,594372,demand_initial_staff
2592,263894,
2593,327637,demand_initial_staff
2594,1081530,demand_initial_staff
2595,171255,demand_initial_staff
2596,425315,
2597,2435,demand_short_staff
2598,840507,demand_initial_staff
2599,199468,demand_initial_staff
2600,1088512,demand_short_staff
2601,5527,demand_initial_staff
2602,840582,demand_initial_staff
2603,780518,demand_short_staff
2604,187711,demand_short_staff
2605,311654,demand_initial_staff
2606,48462,demand_initial_staff
2607,300822,demand_initial_staff
2608,233994,demand_state_staff
2609,682240,demand_initial_staff
2610,213667,demand_initial_staff
2611,607246,demand_initial_staff
2612,269356,demand_initial_staff
2613,3738,demand_short_staff
2614,475334,
2615,162541,demand_initial_staff
2616,172511,demand_initial_staff
2617,260739,demand_initial_staff
2618,213667,demand_initial_staff
2619,1155551,demand_initial_staff
2620,101942,demand_state_staff
2621,37947,demand_initial_staff
2622,142678,demand_initial_staff
2623,44570,
2624,246360,demand_short_staff
2625,169804,demand_initial_staff
2626,255140,demand_short_staff
2627,4648,demand_initial_staff
2628,806483,demand_initial_staff
2629,526277,demand_initial_staff
2630,197852,demand_short_staff
2631,325745,demand_short_staff
2632,172511,demand_initial_staff
2633,111202,demand_short_staff
2634,1120514,
2635,5006,demand_initial_staff
2636,68357,demand_initial_staff
2637,611303,demand_initial_staff
2638,792385,demand_initial_staff
2639,258836,demand_short_staff
2640,791430,demand_initial_staff
2641,78009,demand_short_staff
2642,163762,demand_initial_staff
2643,303826,demand_short_staff
2644,110854,demand_initial_staff
2645,525237,
2646,133428,
2647,789468,demand_short_staff
2648,261539,demand_initial_staff
2649,769448,demand_state_staff
2650,26682,demand_short_staff
2651,134935,demand_initial_staff
2652,532280,demand_initial_staff
2653,313238,demand_initial_staff
2654,741303,demand_initial_staff
2655,1155551,demand_initial_staff
2656,475334,demand_initial_staff
2657,128948,demand_initial_staff
2658,594282,demand_initial_staff
2659,594372,demand_initial_staff
2660,271215,
2661,20467,demand_initial_staff
2662,312296,demand_initial_staff
2663,263066,
2664,806483,demand_short_staff
2665,597306,demand_initial_staff
2666,128154,demand_initial_staff
2667,972499,demand_initial_staff
2668,259610,demand_initial_staff
2669,1073539,demand_initial_staff
2670,128154,demand_initial_staff
2671,272186,demand_initial_staff
2672,644242,demand_initial_staff
2673,840582,demand_initial_staff
2674,685306,demand_initial_staff
2675,659323,demand_initial_staff
2676,597306,demand_initial_staff
2677,961601,demand_short_staff
2678,106067,demand_initial_staff
2679,294111,
2680,169804,demand_initial_staff
2681,923497,demand_initial_staff
2682,233839,demand_initial_staff
2683,716106,
2684,285690,demand_short_staff
2685,234062,demand_short_staff
2686,2413,
2687,1120547,demand_initial_staff
2688,647322,demand_initial_staff
2689,597306,demand_initial_staff
2690,425315,demand_short_staff
2691,121200,
2692,306715,
2693,512310,demand_initial_staff
2694,97722,demand_short_staff
2695,9705,
2696,749230,demand_short_staff
2697,172511,demand_short_staff
2698,77324,demand_initial_staff
2699,184351,demand_initial_staff
2700,769444,
2701,260739,
2702,780518,demand_initial_staff
2703,87233,demand_initial_staff
2704,470408,
2705,131741,demand_initial_staff
2706,549236,demand_initial_staff
2707,325745,demand_short_staff
2708,14293,
2709,206526,demand_short_staff
2710,649233,demand_initial_staff
2711,475334,demand_initial_staff
2712,1155551,demand_short_staff
2713,1100548,demand_initial_staff
2714,85322,demand_initial_staff
2715,2263,
2716,285690,demand_initial_staff
2717,139717,demand_initial_staff
2718,69276,demand_short_staff
2719,147220,demand_initial_staff
2720,526277,demand_initial_staff
2721,270710,demand_initial_staff
2722,597306,demand_initial_staff
2723,234062,demand_short_staff
2724,597306,demand_short_staff
2725,532280,
2726,597306,demand_initial_staff
2727,189064,
2728,5462,demand_initial_staff
2729,233726,demand_short_staff
2730,259610,demand_initial_staff
2731,279127,demand_short_staff
2732,750367,demand_short_staff
2733,106067,
2734,284433,demand_initial_staff
2735,885625,demand_initial_staff
2736,147220,demand_initial_staff
